Reservoir,Station,Date,Measure,TimeOfDay,Value,Unit,Season
Кызылкумский канал,,2023-10-16,расход,сред.,0.0,м³/с,межвегетация
Шардаринское вдхр.,,2023-10-16,объем,сред.,1021.0,млн м³,межвегетация
Чарвакское вдхр.,,2023-10-16,приток,сред.,85.5,м³/с,межвегетация
река Угам,,2023-10-16,расход,сред.,8.8,м³/с,межвегетация
Чарвакское вдхр.,,2023-10-16,попуск,сред.,124.0,м³/с,межвегетация
сброс Газалкентской ГЭС,,2023-10-16,расход,сред.,131.0,м³/с,межвегетация
Чарвакское вдхр.,,2023-10-16,объем,сред.,1473.0,млн м³,межвегетация
Андижанское  вдхр.,,2023-10-16,приток,сред.,38.0,м³/с,межвегетация
Андижанское  вдхр.,,2023-10-16,попуск,сред.,75.0,м³/с,межвегетация
Андижанское  вдхр.,,2023-10-16,объем,сред.,756.0,млн м³,межвегетация
г/п Учтепа,,2023-10-16,расход,сред.,84.0,м³/с,межвегетация
г/п Каль,,2023-10-16,расход,сред.,190.0,м³/с,межвегетация
г/п Каль,,2023-10-16,расход,утро,188.0,м³/с,межвегетация
Рейка 01 выше Фархад. Пл,,2023-10-16,расход,сред.,нет данных,м³/с,межвегетация
г/п Кокбулак,,2023-10-16,расход,сред.,183.0,м³/с,межвегетация
г/п Келес,,2023-10-16,расход,сред.,34.9,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-17,приток,сред.,341.0,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-17,попуск,сред.,341.0,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-17,объем,сред.,11876.0,млн м³,межвегетация
Сброс с Учкурганская ГЭС,,2023-10-17,Сброс,сред.,317.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2023-10-17,приток,сред.,346.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2023-10-17,приток,утро,311.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-17,попуск,сред.,100.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-17,попуск,утро,100.0,м³/с,межвегетация
г/п Кызылкишлак,,2023-10-17,расход,сред.,142.0,м³/с,межвегетация
г/п Кызылкишлак,,2023-10-17,расход,утро,106.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-17,объем,сред.,1898.0,млн м³,межвегетация
Шардаринское вдхр.,Казгидромет,2023-10-17,приток,сред.,206.5,м³/с,межвегетация
Шардаринское вдхр.,Узгидромет,2023-10-17,приток,сред.,200.5,м³/с,межвегетация
Шардаринское вдхр.,,2023-10-17,попуск,сред.,105.0,м³/с,межвегетация
Кызылкумский канал,,2023-10-17,расход,сред.,0.0,м³/с,межвегетация
Шардаринское вдхр.,,2023-10-17,объем,сред.,1027.0,млн м³,межвегетация
Чарвакское вдхр.,,2023-10-17,приток,сред.,84.5,м³/с,межвегетация
река Угам,,2023-10-17,расход,сред.,8.5,м³/с,межвегетация
Чарвакское вдхр.,,2023-10-17,попуск,сред.,144.0,м³/с,межвегетация
сброс Газалкентской ГЭС,,2023-10-17,расход,сред.,131.0,м³/с,межвегетация
Чарвакское вдхр.,,2023-10-17,объем,сред.,1470.0,млн м³,межвегетация
Андижанское  вдхр.,,2023-10-17,приток,сред.,39.0,м³/с,межвегетация
Андижанское  вдхр.,,2023-10-17,попуск,сред.,75.0,м³/с,межвегетация
Андижанское  вдхр.,,2023-10-17,объем,сред.,753.0,млн м³,межвегетация
г/п Учтепа,,2023-10-17,расход,сред.,92.0,м³/с,межвегетация
г/п Каль,,2023-10-17,расход,сред.,228.0,м³/с,межвегетация
г/п Каль,,2023-10-17,расход,утро,230.0,м³/с,межвегетация
Рейка 01 выше Фархад. Пл,,2023-10-17,расход,сред.,нет данных,м³/с,межвегетация
г/п Кокбулак,,2023-10-17,расход,сред.,174.0,м³/с,межвегетация
г/п Келес,,2023-10-17,расход,сред.,32.5,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-18,приток,сред.,310.0,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-18,попуск,сред.,310.0,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-18,объем,сред.,11876.0,млн м³,межвегетация
Сброс с Учкурганская ГЭС,,2023-10-18,Сброс,сред.,298.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2023-10-18,приток,сред.,403.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2023-10-18,приток,утро,397.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-18,попуск,сред.,194.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-18,попуск,утро,194.0,м³/с,межвегетация
г/п Кызылкишлак,,2023-10-18,расход,сред.,184.0,м³/с,межвегетация
г/п Кызылкишлак,,2023-10-18,расход,утро,184.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-18,объем,сред.,1914.0,млн м³,межвегетация
Шардаринское вдхр.,Казгидромет,2023-10-18,приток,сред.,204.7,м³/с,межвегетация
Шардаринское вдхр.,Узгидромет,2023-10-18,приток,сред.,200.7,м³/с,межвегетация
Шардаринское вдхр.,,2023-10-18,попуск,сред.,105.0,м³/с,межвегетация
Кызылкумский канал,,2023-10-18,расход,сред.,0.0,м³/с,межвегетация
Шардаринское вдхр.,,2023-10-18,объем,сред.,1030.0,млн м³,межвегетация
Чарвакское вдхр.,,2023-10-18,приток,сред.,84.7,м³/с,межвегетация
река Угам,,2023-10-18,расход,сред.,7.9,м³/с,межвегетация
Чарвакское вдхр.,,2023-10-18,попуск,сред.,138.0,м³/с,межвегетация
сброс Газалкентской ГЭС,,2023-10-18,расход,сред.,131.0,м³/с,межвегетация
Чарвакское вдхр.,,2023-10-18,объем,сред.,1465.0,млн м³,межвегетация
Андижанское  вдхр.,,2023-10-18,приток,сред.,39.0,м³/с,межвегетация
Андижанское  вдхр.,,2023-10-18,попуск,сред.,75.0,м³/с,межвегетация
Андижанское  вдхр.,,2023-10-18,объем,сред.,749.0,млн м³,межвегетация
г/п Учтепа,,2023-10-18,расход,сред.,84.0,м³/с,межвегетация
г/п Каль,,2023-10-18,расход,сред.,265.0,м³/с,межвегетация
г/п Каль,,2023-10-18,расход,утро,292.0,м³/с,межвегетация
Рейка 01 выше Фархад. Пл,,2023-10-18,расход,сред.,нет данных,м³/с,межвегетация
г/п Кокбулак,,2023-10-18,расход,сред.,173.0,м³/с,межвегетация
г/п Келес,,2023-10-18,расход,сред.,31.7,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-19,приток,сред.,273.0,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-19,попуск,сред.,247.0,м³/с,межвегетация
Токтогульское вдхр.,,2023-10-19,объем,сред.,11876.0,млн м³,межвегетация
Сброс с Учкурганская ГЭС,,2023-10-19,Сброс,сред.,272.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2023-10-19,приток,сред.,397.0,м³/с,межвегетация
Бахри   Точик вдхр. (г/п Акжар),,2023-10-19,приток,утро,448.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-19,попуск,сред.,194.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-19,попуск,утро,194.0,м³/с,межвегетация
г/п Кызылкишлак,,2023-10-19,расход,сред.,184.0,м³/с,межвегетация
г/п Кызылкишлак,,2023-10-19,расход,утро,184.0,м³/с,межвегетация
Бахри   Точик вдхр.,,2023-10-19,объем,сред.,1926.0,млн м³,межвегетация
Шардаринское вдхр.,Казгидромет,2023-10-19,приток,сред.,199.2,м³/с,межвегетация
Шардаринское вдхр.,Узгидромет,2023-10-19,приток,сред.,193.2,м³/с,межвегетация
Шардаринское вдхр.,,2023-10-19,попуск,сред.,105.0,м³/с,межвегетация
